11386 entries
44 namespaces
9519 values

Namespace Global (10608 keys)
	B67D88D244614D1A10D3D1902E9A1278 = "
	E922A7AE4D9A3CD28D72A394E6955EA0 = "VAARDIGHEDEN"
	2F1A9D7B42E5D494358A6A81A7B51E6F = "'{Name}' OPPAKKEN"
	C754576745BC9F9126B405BB032888A0 = "PLAATS SPAWNPOS"
	5525559247E31802802C25AEE043FFA8 = "Tijdelijke aanduiding"
	5B1BA40C470EDE8FF9516398F5A46CA9 = "Tijdelijke aanduiding"
	86F14553491636A1A87623A9A56F99FE = "Tijdelijke aanduiding"
	916F9CEA42799089AF731E82C48BD611 = "Tijdelijke aanduiding"
	BA959DFC4FCC4E964B20B0A9AEBBC41A = "Tijdelijke aanduiding"
	C8760BED458F31C4F1704C850C2E846E = "Tijdelijke aanduiding"
	0F73A1094E58D7580AD7CBBD238309F0 = "PLAATSEN OM TE BEZOEKEN: {Mission}"
	53A82C904D55966BF1391B900B3F7B7F = "PLANETAIRE REGIO"
	7E0A18E94FB6F4B363503FA6DA17D979 = "PLANETAIRE REGIO:"
	C4CEE0CB4666A4D3AC9CBA8F27A7338A = "PLANETAIRE REGIO:"
	E24ECEB940F819CF2934539764772B9E = "PLASMA SCHEURDER!"
	741BD55D4E5B0C462C264AABB6B873A4 = "SPELER TITEL"
	6837936E4EFB82CBEF489FAD5C73FE96 = "LET OP! Je missiebeloningen nemen niet toe door spelers te schoppen! Je mist de overlevingsbonus die je zou winnen door de missie af te maken met deze speler in het team!"
	E4DEE1334E397283E5AADFA084AE3366 = "SLUIT DE CONTROLLER OPNIEUW AAN"
	EA4562FA45A8C6547689F49A43018A1A = "CAPSULE ARRIVEERT"
	C7B1B77E43E6B31D18F2F2971E72CD04 = "CAPSULE VERTREKT OVER:"
	D5925F6B4EC22216579581A4E06C601A = "CAPSULE START OP"
	F9638E2B498C4881461D32A8112FC74A = "STERKTE:"
	2321334F4753988961C0BE8E16C7CB0B = "VEREISTEN:"
	26FDD8C9457AF57F760EE6ADC035C4BC = "VEREISTEN:"
	F3155C474EF53C36803B23875CCECF17 = "DRUK OP EEN KNOP IN OM VERDER TE GAAN"
	680CF46F443D5BB1D62DEDB346CB9C4C = "Druk op [CallDonkey] VOOR DE M.U.L.E."
	726A354D42D77EA0A34584944346937A = "DRUK OP [EquipResupply] OM EEN VOORRAAD CAPSULE TE SELECTEREN EN DRUK DAN OP [Fire] OM AAN TE VRAGEN"
	9AD2FB414E12C8D2E3781DB47856BF5C = "DRUK OP [EquipResupply] OM EEN VOORRAAD CAPSULE TE SELECTEREN EN DRUK DAN OP [Fire] OM AAN TE VRAGEN"
	D186769C446A9560068D7F99EE279857 = "DRUK OP [EquipResupply] OM EEN BEVOORRADINGSCAPSULE TE SELECTEREN EN DRUK DAN OP [Fire] OM AAN TE VRAGEN"
	B8CCFBD24E3F27F250DB4698E51549C7 = "DRUK TWEEMAAL OP [EquipResupply] OM DE KIEZEN VOOR DE VOORRAAD CAPSULE EN DRUK DAARNA OP [Fire] OM AAN TE VRAGEN"
	DA66CA3141162C3AF0D384B1DFD8A248 = "DRUK TWEEMAAL OP [EquipResupply] OM DE KIEZEN VOOR DE VOORRAAD CAPSULE EN DRUK DAARNA OP [Fire] OM AAN TE VRAGEN"
	6D8FB4944885F0E6042AC8AE064B7537 = "DRUK TWEEMAAL OP [EquipResupply] OM DE KIEZEN VOOR DE BEVOORRADINGSCAPSULE EN DRUK DAARNA OP [Fire] OM AAN TE VRAGEN"
	E501CABD480DE511EC843F83B6B411FB = "DRUK OP [Fire] OM TE BESTELLEN"
	A9ADC6E048BAF9FAB19E09BF2CF22D96 = "DRUK OP [Flare] OM GLOEISTAAF TE GOOIEN"
	E66F2965440023B51A13E5B5253ED0BC = "DRUK OP [MenuAction1] OM VERDER TE GAAN"
	54252A9A47A6776CFE924B93B30F5B44 = "DRUK [Salute] OM TE GROETEN"
	B02F8574471554F5DF0A04BB92B3D22A = "PRODUCTIE BABIES: Ida-Marie, Thor, Alva, Ellie, Theodor en Baldur - Welkom op aarde!"
	255F35574AF0B5145093F9B0580D9F53 = "WINST!"
	3FD15CD8438E98A3725E0FBA549A6887 = "WINST!"
	E6CE771943558977A67F7296A448F6B3 = "PROGRAMMEUR"
	BF55A2DD4B08D1A83D629EBE0A4E5A24 = "RESTERENDE TIJD:"
	2595DDF2421600A4E23DBA930382415D = "PROMOTEN"
	D719A1FC4106A74F6CC295822915754A = "PROMOTIE"
	6718F1AA4B5E715ADEE99F8D63C78C48 = "PROMOTIE BESCHIKBAAR"
	1BB8B0D24D9F9640EEDC2FBE8AE382B6 = "PROMOTIE WACHT"
	625637E14AE36161309A579AF48094B0 = "PROMOTIE KOSTEN"
	3C2211C04C11826513D1028765628866 = "PROMOTIES"
	9D0495E743DE52B3F57657B90B4B5D58 = "VATBAAR VOOR EXPLODEREN"
	0743DAE24CA986BE792E58B3FF6F12EA = "BEWEGINGSMIJN!"
	1B798D5E4B5DD828B8151A83C3E77B3F = "PSA: Een achtergelaten granaat werper is gevonden in de eetzaal. Wees veilig - berg zwaar geschut alsjeblieft op tussen missies."
	3C5A008D4A9404236B3B6DA97B561600 = "PSA: Een achtergelaten granaat werper is gevonden in de eetzaal. Wees veilig - berg zwaar geschut alsjeblieft op tussen missies."
	664A6705417086F880DC3AB6EC26200A = "PSA: We hebben een granaatwerper gevonden in de eetzaal. Wees veilig - Berg al het zware geschut op tussen de missies."
	2D6116584500D086F81045BB2C295021 = "Publieke Mededeling: Vuurwapens horen ten alle tijden geholsterd of opgeborgen te zijn aan boord van het Ruimtestation."
	2F9328D54501F01017A1E6AC1B58ACDF = "Publieke Mededeling: Vuurwapens horen ten alle tijden geholsterd of opgeborgen te zijn aan boord van het Ruimte Station."
	5E9412934F88C3BB4BF5A1971856A1E6 = "Publieke Mededeling: Vuurwapens horen ten alle tijden geholsterd of opgeborgen te zijn aan boord van het Ruimte Station."
	E59F41394766FEB0E3887EBB6CB706A6 = "Publieke Mededeling: Vuurwapens horen ten alle tijden geholsterd of opgeborgen te zijn aan boord van het Ruimtestation."
	1411FE9A4B79DBE937E7E4BF133AB43D = "PSA: Lees je dit? Dan ben jij de soort speler waar wij op zoek naar zijn voor de vaste gasten group op Discord! Schrijf je nu in!"
	4AA2E7F245398FF57B4FB3B23A23C154 = "PSA: Lees je dit? Dan ben jij de soort speler waar wij op zoek naar zijn voor de vaste gasten group op Discord! Schrijf je nu in!"
	EE403E22403DE03A5E866EA8707694ED = "PSA: Lees je dit? Dan ben jij de soort speler waar wij op zoek naar zijn voor de vaste gasten group op Discord! Schrijf je nu in!"
	F62A6D90427540127B482092D4CF898C = "PSA: Lees je dit? Dan ben jij de soort speler waar wij op zoek naar zijn voor de vaste gasten group op Discord! Schrijf je nu in!"
	4244CE9148B8905A6F7B8D87E8477672 = "PSA: Ontbijt wordt geannuleerd. De spek-shuttle heeft vertraging."
	BA7783EA41735D6A9693A9BA8991855B = "PSA: Dark Morkite Ale! Het heeft wat dwergen willen!"
	C4B3FEAE45728BACB8571E8FFDD9F6F1 = "PSA: Donker Morkiet bier! Het heeft wat dwergen willen!"
	1FD75E644979496F79803AB072F29110 = "Waarschuwing: Overmatig gebruik van "Q-Mining" kan leiden tot blindheid!"
	DE3F1A50468DB335C4349AAB2B094C40 = "PSA: Overmatig gebruik van "Q-Mining" kan leiden tot blindheid!"
	BC752D3842589EB58137D2B017CF5E33 = "PSA: Trek de wc door nadat je er bent geweest. Laten we geen herhaling hebben van het incident."
	1212E53C487800C3669FF6B62708550F = "PS: Glyphid Slammer is weer te krijgen bij de Abyss Bar!"
	BD8C47E244935D522823E199E5F7EC23 = "PSA: Glyphid Slammer is weer te krijgen bij de Abyss Bar!"
	999F07B549F88442E1491E814404F2FF = "PSA: Hygiëne is belangrijk. Graag eens in de 30 orbitale cycli douchen."
	0A65FD63403FF8E2E92DE29567655C46 = "PSA: Hygiëne is belangrijk. Douche uzelf eens in de 30 orbitale cycli alsjeblieft."
	265F93054B65DF7E12A5C49DDBDB0F7F = "PSA: Hygiëne is belangrijk. Douche uzelf eens in de 30 orbitale cycli alsjeblieft."
	AA66F452438AF73CC15874BFC7EE7E03 = "PSA: Hygiëne is belangrijk. Douche uzelf eens in de 30 orbitale cycli alsjeblieft."
	81BBB07C442CFF561D978D8518E85234 = "PSA: Het onderhoudsteam dringt ten strengste aan dat medewerkers niet proberen om de uitlaatpoort te betreden bovenaan de hangaar."
	79F55F3945D00CA3F38F98B8B2088EEC = "PSA: Morkite Ale is weer op voorraad in de Abyss Bar!"
	9568E44245A5C1B5E7D2DD9E254B0E13 = "PSA: Morkite Ale! het heeft wat dwergen naar streven!"
	EE5660F842A7BB0B431F4D94F4CDB9DC = "PSA: Donker Morkiet bier! Het heeft wat dwergen willen!"
	DC7D27E1465D8DFE1A055FA92E6527D2 = "AANKONDIGING: Geen luide muziek toegestaan tussen 22:00 en 07:00."
	49059BB348EE9660CF43359D28B1758D = "PSA: Trek de wc door nadat je er bent geweest. Laten we geen herhaling hebben van het incident."
	75D451AF4518E3F4288377AE5C6FADB8 = "PSA: Graag de wc door trekken na bezoek. Laten we geen herhaling hebben van Het Incident."
	576744574A991EF34C550EAB593CBB7C = "PSA: Onthoud, bedrijfsmiddelen horen niet lichtzinnig besteed te worden! Bewaar je Munitie! Onderhoud je uitrusting!"
	1584F5324A2E5DCFE97AA9A14CC24292 = "PSA: SERVERLIJST IS GEBUGGD"
	084B9B9E4B78B4C177ED5993CCAC424D = "PSA: Dankzij de inspanningen van onze medewerkers serveren wij nu Glyphid omeletten in de de kantine!"
	70ECEB2A4B386870F133F48900562CA2 = "PSA: Dankzij de inspanningen van onze medewerkers serveren wij nu Glyphid omeletten in de de kantine!"
	944DAC5B4D73C8FBC0ED9AB87CC951EA = "PSA: Dankzij de inspanningen van onze medewerkers serveren wij nu Glyphid omeletten in de de kantine!"
	B9B7138743DF6FFEFBDDA891F737F252 = "AANKONDIGING: Dankzij de inspanningen van onze medewerkers serveren wij nu Glyphid omeletten in de kantine!"
	0E9CBE1C48990EA84D67079DB5B1B126 = "PSA: De werknemer van de maand-initiatief wordt weer opgestart! Zal jij het zijn?"
	BF335478440D95B87C4D7F9E7AEE9869 = "PSA: De toiletten van L4 blijven gesloten voor groot onderhoud. De verstopping is nog niet verholpen."
	5BE527A9487ED7A461EAEC89D892C444 = "PSA: De M.U.L.E. eenheden zijn niet bewust of huisdieren. Het roepen van "Molly" zal hun programmering niet beïnvloeden."
	6B5B41CA4F09D9D92BAF04AC083B330B = "PSA: De M.U.L.E. eenheden zijn niet bewust of huisdieren. Het roepen van "Molly" zal hun programmering niet beïnvloeden."
	57F5AFF2491C3C0E0E5C82BDF3ED0CC0 = "PSA: De M.U.L.E. eenheden zijn niet zelfbewust of huisdieren. Ze "Molly" noemen heeft geen invloed op hun programmering."
	746551A1442BB60C70887389306CBE97 = "PSA: De M.U.L.E. eenheden zijn noch bewust noch huisdieren. Ze "Molly" noemen heeft geen invloed op de programmering van de MULE."
	6F044BB848EBDA1BC56FFDB90965B4FA = "PSA: De schietbaan is gesloten op het moment voor onderhoud. Management vraagt om je training ergens anders te doen op het station."
	E82365B2495912F596DA23ABD0815AC7 = "PSA: Jouw uitrusting kan veranderd en geupgrade worden bij de Rollen Selectie Terminaal in jouw persoonlijke kamer."
	09926EE44B057C628C8A9F9DD2518ADC = "KOPEN"
	75AEE9034DCA596364116A8C5F01C1FA = "KOOP ITEM"
	BA79427A40561787663B7D9520F743AE = "Pak Rat"
	E6E6A7FA45E549ACC240BBB03FD777DE = "Nu met nog meer kracht! Uitstekend om zwitserse kaas te maken van insecten."
	12882B86409BF1460069629FF38ADADF = "Patroon"
	CDACA2ED4D51B8F536C4C28CB7FF8495 = "Patroon: {test}"
	ECDDB6CB4D2A250D43FFF58E2EA0F4AD = "Wijs een doel met de laseraanwijzer aan en de LMG doet de rest."
	12427416404104A0D95949A986A9BC78 = "Patroon"
	21F940E04D33EFA0106DC6B094794410 = "Paleis"
	70BD49524720B1F85DD0C1AC1201C7A8 = "Bleke"
	E5770A0541F8F4742828E383C9F4C13E = "Bleek"
	431E88F046D1BE4C70EDEB9C141C0A54 = "Parasieten"
	8A7EA86344E99CDE76C99BA7EFFBE2B5 = "Parasieten"
	0455CC1045C42B807F56A4BDF28DD590 = "Deels kogel, deels naald, deze kogels zijn zeer geschikt om vijanden het bewustzijn te doen verliezen."
	B2160EDB43377EFE48DF89910159E4EA = "Feest Hoet - Eén Jaar"
	0927DD70405407529B4C34B8210700A5 = "Feest muts - Jaar 3"
	02C6735B4D5F1D8F4E0B14BA9015D1F9 = "Feest hoed - jaar Twee"
	1D5A63304441B0517B602B8B3DF2F8BC = "Pas"
	5CDF4D02428CEFD5EEA1FBB669567A35 = "Redelijk werk, mijnwerker. Je past perfect voor onze operaties en het Management zal tevreden zijn dat ze gelijk hadden door hun vertrouwen in jou te stellen. Ga terug naar de basis en laten we echt beginnen. Druk op de knop van de M.U.L.E. om de transport capsule op te roepen."
	32A04057490701ABDAE805A8CE7F78FD = "Doorgang"
	13F1E1624EA269A3531CA49932461787 = "Passieve Vaardigheden"
	DA32EB33409CDDC2675F649A643223D4 = "Passieve Vaardigheden"
	9266F9F94051204D3BB34AA7768A907F = "Beschermd met een wachtwoord"
	CF99434643CB9020EDC0C0A6F69FED05 = "Beschermd met een wachtwoord"
	152CBB1343A42DB40CD58E9371309757 = "Pasteuriseren..."
	91DC401E451315B30B7156A64094BCB6 = "Pad"
	90AE54F84E0AD866710B3D9176154C53 = "Patrouille"
	9958E3A04423CF6AEE7E7BA673005377 = "Patrouillebot is neer en hackbaar!"
	B8EDCD7B41371E648AE6FCB80851EF16 = "Patrouillebot gepacificeerd! We kunnen het nu hacken!"
	80B6C5D946F3A7C0D1AF16A1A10A6A9F = "Betaal"
	83BB9E9C4FCA6DB2C75294BE6D88C729 = "Tijd om terug te slaan!"
	F606DA0A48BDC125F06F658CBBA48F9D = "Betaaldag, jongens!"
	526AA4AB48DB80FBF5F1AC8B0D6670E1 = "Parel"
	BDAD5C214D2A58B8574B0EA06B079716 = "Aangenaam parelachtig."
	0E6337984387D92BCB32B2B2CBAE437D = "Geschilde"
	84D9772149FE5AE73205FEB072DCD734 = "Pellet hoeveelheid"
	6B2AC5724E5BF0CDC4DE158354FA0ACA = "Perfecte Gewicht Balans"
	4C1F63474F577DAC3723DAA08F176D7F = "Perfect voor dutjes in de schaduw."
	F604EF9D49C3913DD4DBB18C288567B1 = "Perfecte timing...Ik verveelde mij al een beetje!"
	190118B54F6CB848B8FE48A575F17930 = "Perfectie"
	78CCEC554357746B73BD93A070A502D9 = "Misschien wordt het tijd dat je je Mactera Brew-inname vermindert. Voor een tijdje."
	0657973249D143ABBDD0C1B2F2DC6B9A = "Vaardigheid verkregen!"
	351ECF6C48FBA149DD85C692DC491F20 = "Perk punten geclaimed!"
	BCDAC86B4BB46DEFAA40BCA4276771BF = "Vaardigheid ontgrendeld!"
	D58743C144C23986D4007D8BBCC1DDF8 = "Vaardigheden"
	F8078F7C4212E8BD8EADB984C929D920 = "Vaardigheden en mijlpalen"
	1070B4B64EE509AE5BBEF488A732F431 = "Permanente schade aan de Drilldozer! Hou die dingen er van af, dat is een bevel!"
	284FDEB1410803EAC8923CB0C9A8A39F = "Blijvende plasma"
	F8085BE648E2279A2B58938DA7B88FBA = "Persoonlijke gegevens van {Person} gestolen en {Resource} verkoop is omhoog"
	4E464151445EE73C037165A49DD06497 = "Persoonlijke transport capsule"
	02B5B9C9421F518FE152CAA03680EE6B = "Aai"
	6CD55B5B47A634CF563914B62F5AF376 = "Versteend"
	C782FC7A48F5F6359CB327BDCCE93578 = "Versteende"
	AE3FACB2424C7D32C68C38A6FE2F7ED0 = "Versteende biomassa"
	1D5A95D645FBF58E26FE9E8A486CA9E7 = "Versteend Hout"
	93EBA95643BDEC1E3AA52EB4EDE3BAE7 = "Versteend Hout"
	FAA487DE4D88537490D696B56DCE00B8 = "Versteend Hout"
	E0C4C05E476BB0A9DE501AB1B6570C26 = "Feromoon"
	714306BB45524D100373EAB6C03E54DC = "Feromonen container"
	90F6E7AF4937F933D7ECBDA8749E1099 = "Feromonen container"
	06AC34DD4ABEE027C2B2E1B8F78C706D = "Feromonen container gegooid!"
	AD49D7914CF12E37DE7FD7B8166497AF = "Feromoonpijl (Prototype)"
	6D75373C48A35DC0955B7F84ECF3D650 = "Feromonen"
	D2A41AB44FFDC541A825748D0368AAEC = "Feromonen"
	23D13D464A86A2D01FEFE38802FD3614 = "Feromonen!"
	C1618E0240A46E337D37A3BDA61F20FF = "Feromonen! Kruipers, val elkaar maar aan!"
	A43DE1E94EA062BD71DD41919740A288 = "Feromonen! Laat ze elkaar afslachten!"
	D91C71414C1ED1A381A74DBAA242E4C1 = "Feromonen! Bewaar je munitie!"
	4C567E9F408BF1BAA57F44BAB26B68E2 = "Phew! Laten we dat een tijdje niet meer doen"
	868EE84E43B87E04D71C6E94B26EC9C2 = "Phew, de lucht is hierbeneden erg zwaar vandaag...!"
	45DC8C554FE311D9BCE9EF9BAC3386C9 = "Phishing voor wachtwoord"
	D507D9104B01F3AE585D18BDDC3B8D4C = "Lichtgevoeligheid modus (WiP)"
	B571DA7C459B10D3B1BA40AEB764C9D7 = "Kinesist"
	259C92814650356C34912181B617CB2C = "Pak Op"
	720D32C64C18B3D655EB17B408B411B9 = "Oppakken"
	F1DAF32D40882FF52F3B299EAD8DC908 = "Pak het op, Drone!"
	C603F8E2427A7D6CACC40C857516681E = "Oppakken"
	15448A9D43A21B0D4F3360B5981946F4 = "Pikhouweel"
	685964224EC0FB9FEB9EE286CF2A4D8E = "Pikhouweel"
	930E200E41746804BACFFA8D15CCAE13 = "Pikhouweel"
	B2D4D0CA44B84A06B2E32299C9AAFE9F = "Pikhouweel"
	BBB3EA9B4EE71242E0B2B6A330A1A057 = "Pikhouweel"
	BC670797450FEDD81CCDC2A0D59C5A02 = "Pikhouweel"
	BEAFCF4541D05CDBB575E3A1F27F1A65 = "Pikhouweel"
	C67BBDD0412FD2D6421B2BBF9F15B8DB = "Pikhouweel achterblad"
	CF70FFB744516D03BA2E18A0F230BAD8 = "Pikhouweel aanpassen"
	FB8BE3F846D0EB733DB1B0AFCF94BF68 = "Pikhouweel voorblad"
	4DDE33BF4CC9D695F1CC31AEF9B34C2E = "Pikhouweel handvat"
	36D5FFF044A8769D01CF07A42ABAAE82 = "Pikhouweel kop"
	BE6B625844169F400F9E6C9EBB0192F5 = "Pikhouweel overlader distributeur"
	9C4CF03B47BF3FFD610C808D6586AC66 = "Pikhouweel Patroon"
	B6D2C18B457FC29542EEF59B3021BC54 = "Pikhouweel pommel"
	0A57F0A54B19063BCB100EACB25D3E48 = "Pikhouweel krachtaanval laad sneller op"
	6C36B3604BF97A27DC6257AC40F4273A = "Pikhouweel hals"
	2153E9DF4A746299E0CF4290B439BEAA = "Pikhouweel en chill!"
	D99A9A5745BE6BE64A4DBBB4387A6D60 = "Pikhouweel overladers! Pak die glimmenden!"
	A1AA5DBC46AC6F3EFF5F1C8BA658678B = "Houw de Ommoran lasers neer!"
	0C19AD9D4A0EFD06378C93B03597E404 = "Alleen pikhouwelen, jongens! Het heeft geen zin om op deze klootzakken te schieten!"
	7D7ED9604FEA7D0C8B51A58C2AD9B563 = "Pikhouwelen neer, we zijn klaar met morkiet verzamelen!"
	E9DE2FEB4FE050619A8F488ED093FFF0 = "Pak op"
	1D0738E34F2D09179AED4E900606D12A = "Stuk van een dwergen uitrusting"
	1659BC8F422E85C08F7C539DBB954107 = "Piiiijjjjp gemaaaakt!"
	0E2AE04B4F991DAD6B59FFAE01DAEDD8 = "Piloot"
	8D0135CB402155758F15B59BD6E55111 = "Piloot"
	17854F534E086F5BEE4C4090AF6B7738 = "Pin-point nauwkeurigheid bij het eerste schot."
	225CF0104F908812E8ECD382B4E16749 = "Ping {ping}, In {InRate} KB/s, uit {OutRate} KB/s"
	CD7354194ADA358061C13A9E7626235E = "Pijp aanbouw hier!"
	B020C09346FDFB267987CDBFBC7D85D2 = "Pijp gerepareerd en operationeel!"
	5486D83244B364712CD6ADA9F39DF87D = "Pijp gerepareerd!"
	DA16CE9540979ABC497900B0A569CB61 = "Pijp gerepareerd! Christus, het zou wel wat betrouwbaarder mogen zijn!"
	2913EF924C67A83980A7D680EA314C47 = "Pijp-raamwerk neergezet!"
	1A85ED82477553574E62B0B35FE89690 = "Hier moet een pijp!"
	ACCA7C45443A4A9183F14BBE360A626D = "Pijp is gerepareerd en weer operationeel!"
	A3451D6D4294C6250D02B680CCE64B08 = "Pijp gelegd!"
	0FCD720649F86C7B712C7FA577CC04B8 = "Pijpleiding weer operationeel!"
	CF73D95A4E384370D8CB7C9E671FFE5D = "Pijp geplaatst!"
	05407C904E1A10549459709AE99AAA31 = "Leiding geplaatst! Kon wel een hand gebruiken tijdens het bouwen!"
	6B86464E48040F56B540E9802A6922C1 = "Leiding geplaatst!"
	4FA286FF46C4EB60A56133B515061B8E = "Pijpleiding klaar! "
	DC389D39451C8FDBD57C718573ED3E29 = "Pijp hersteld! "
	BBF5703946F9492360C41F851425164A = "Pijp segment gebouwd!"
	957B6308456295D12F7E8DA4B33BAC98 = "Pijpleiding compleet!"
	CC54FBF34683EFA5C234809D191E40F8 = "Pijp segment klaar!"
	B838332942E75EFC5622B097716E1C90 = "Pijp segment gerepareerd! "
	9894C37D432941F86B9175A8A59E4E40 = "Pijp segment gebouwd!"
	C506197142D1FC07E848588BEF22C44B = "Pijp surfen is het beste!"
	2FFB11CD4F2ECCB55DABC5949A029B9B = "Leiding gereed!"
	30EE5D9E45EE3549993F87A3CD1F9C1F = "Leiding gereed! ...Als iemand me maar wilde helpen bouwen!"
	B64E313F4EE207017877CA969E8091BF = "Pijpleiding"
	7F9C8FE04172C75CD5F8B69EDDAB5C5E = "Pijpleiding connector"
	CCB1038447F16B2D07EA33895EC1F355 = "Pijpleiding connector!"
	0BD2AE104ED77D8C2CA29B8481F232F2 = "Pijpleiding segment"
	884B37DF4C41117EE598718A53552BE1 = "Pijpleiding weer functioneel! We hebben echter nog steeds storingen in het systeem!"
	C6171A164305EB38D2136096F93EAB14 = "Pijpleiding hier!"
	8421E6A84DF1D6C83D58B6A40124A06C = "Pijpleiding geblokkeerd, ga er naar kijken!"
	8895BD1745920DF4482D59B44CA587C8 = "Pijpleiding geblokkeerd, ga er naar kijken!"
	52FFE76B4892CF60A2D220948CBED2B2 = "Pijpleiding geplaatst!"
	37335DB84B10FFA10E8872B50AD4577E = "De pijpleiding is gerepareerd, maar er zijn nog andere pijpleidingen die niet werken!"
	C05C50CE4C155FFFE6B64D87E8ED04E8 = "Pijpleiding succesvol aangesloten op de jaknikker!"
	B509AA19426DE5CD08D9188684189F05 = "Pijpleiding!"
	0BAE49AD4A34C61F6CF9709335214204 = "Pijpleiding geplaatst!"
	16A944A14F77C7F3432CE5838C1286D9 = "Pijpleiding is weer operationeel! Jullie zijn goed bezig!"
	8DA0E1A0454260841BB58FADBBE17950 = "Pijpen hier!"
	A534B7E5440614F5D79B94B871ACDEF2 = "Pijpleidingen!"
	8A48219646F175F06C18D08EE54AF5D1 = "Kuil"
	31B503194092D13F24E3FA97E2CD8CBD = "Valkuil"
	4E7EBA4A4FEC94F6A816538194D279CC = "Plaats [Fire]"
	089042534597A544D11EE4A3E24E817E = "Ik plaats een sentry gun!"
	3A0B2D874CE1C813031ECDAE4A8DB307 = "Ik plaats een sentry gun!"
	518F0EEB4B41ED045082BE872B964423 = "Ik plaats een sentry gun!"
	D4BEC3174D266933501DB7BA4A935C78 = "Ik plaats een Sentry Gun!"
	EEE9054145679A578C6F91B277E91D88 = "Een barrière aan het plaatsen!"
	094A85C54CB4A40940AC72984C26DEF3 = "Planetaire Regio:"
	5EDD7173457C43D7F2EF30A98A9C04B0 = "Planetaire Regio:"
	6573D1B34928B727D46B489B2DF8FB93 = "Planetaire Regio:"
	70EB4A34478404F1DC52EDB33F4F9271 = "Plant krachtige mijnen bij impact met het terrein"
	1B4B87C442AEBD0722DB5E923C91091C = "Plascrete schuim"
	E22B7778431BF3CB166A81838BD55AC9 = "Plascrete Schuim"
	294C381548A07CAFBA73BFA2686CB433 = "Plascrete Schuim MKII"
	94E028174FCD6A27DABE8193D327080E = "Plascrete Schuim MKII"
	817A08BA4973A3BD7F85EBA362A10033 = "Plasma brandwond"
	092AD98B4FF16661967913BABB86DB9C = "Plasma scheurder"
	713A470B408D1AB2ACFB7181C3C7B4AE = "Plasma Scheurder"
	15529045462626523CA724949E6237AB = "Plasma scheurder!"
	2AE160B54F947BFA67EE72A1BCE284D5 = "Plasma Karabijn"
	6DD12AD747A1A5B6A469928E1F356BC9 = "Plasma lijn"
	ECA32B754215935C1DC3538ABDCFA7BA = "Plasma gegooid!"
	96F9A460423777275C7A8C84885BFF0C = "Plasma granaat!"
	9E8BF7FA42AD38FF005284B7A872E515 = "Plascrete MKII"
	7D3FFB7F49ADBDB9385355B7C53CB334 = "Plastcrete schuim hardt in een kubus vorm"
	6E2498AC4235E3F2C1AE23A03AEE1A24 = "Plastcrete schuim vergroot als het hard wordt"
	37FE5FEC42C1060262CCA9AE46927CFD = "Platform ingenieur"
	CBC6DBC6403953AEE7E1BDA73779C53F = "Platformgeweer"
	DAB59FEA4CF64BC2969BCD8F067282CB = "Platformgeweer"
	A957D1E941D159E02872718F95D6CB3C = "Platform gemaakt!"
	D7810EC84A9697DD30E6728BCA6A1B83 = "Platform is geplaatst!"
	A1A5F53C42A9CA13B8C64D9D13CAF8F9 = "Platform staat!"
	4868704E4B9A96E147B2DD885321FD02 = "Spelen"
	0F4949734D3DD51D6340BF89B0DA85A8 = "Speel de 1.0 pre-release build op Experimental branch en geef ons feedback"
	35F188344DABAC671C11C8937ADF71BB = "Speler 01"
